TroubleTicketing_22-Jan-2026_16-2-59Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709213","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:27","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:27","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709228","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Ac Meter Not Responding","AC Meter","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:34:06","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","15-Jan-2026 10:34:06","","23 Day(s) 16:04:29","568","STC-No      ","No","-23 Day(s) 04:04:29      ","-23 Day(s) 04:04:29","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709271","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 02:58:53","","03-Jul-2021 02:58","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:42","","1664 Day(s) 13:05:36","39949","STC-No      ","No","-1664 Day(s) 06:05:36      ","-1664 Day(s) 06:05:36","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 13:05:36","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709275","1001084","ZKF989","ST(PG)","Metro","Classic","ZKF989","Grid","East","Jubail","Huawei-PV","Urban","Ericsson","STC","","Door Alarm","General","03-Jul-2021 03:16:39","","03-Jul-2021 03:16","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-EAST MOHAMMAD IRSHAD","Parent","","556819748","21-Jan-2026 16:34:42","","1664 Day(s) 12:48:29","39949","STC-No      ","No","-1664 Day(s) 07:48:29      ","-1664 Day(s) 07:48:29","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","Remarks added","Door Alarm","","Incident","Auto","1664 Day(s) 12:48:29","1","","","","","28.42868","48.49497","","","","","","","","Metro","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709356","1000006","ZKH841R21","ST","Metro","Classic","ZKH841R21","Hybrid","South","Asir","Ericsson-PV","Rural","Ericsson","","","Door Alarm(Hajj)","General","22-Jan-2026 15:19:51","","22-Jan-2026 15:19","","22-Jan-2026 15:20:15","System","STC","","TWL-EM-SOUTH WALID ATIA OLIM","Parent","","567431680","22-Jan-2026 15:20:15","","00:44:38","1","STC-Yes      ","Yes","04:15:22      ","04:15:22","Open","Standard","Assign","Critical","First Escalation","","","","","","","","","","DOOR ALARM","","Incident","Auto","00:44:38","1","","","","","19.06564","43.98367","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709203","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:34","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:34","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709229","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Battery High Voltage","Battery","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:34:07","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","15-Jan-2026 10:34:07","","23 Day(s) 16:04:29","568","STC-No      ","No","-23 Day(s) 04:04:29      ","-23 Day(s) 04:04:29","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","1","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709236","1000023","ZKH835","ST(PG)","Major Remote","Golden","ZKH835","Grid","South","Asir","Ericsson-PV","Rural","Ericsson","","","Door Alarm","General","17-Jan-2026 22:10:20","17-Jan-2026 22:16:52","17-Jan-2026 22:10","17-Jan-2026 22:16","17-Jan-2026 22:11:33","System","STC","21-Jan-2026 11:15:12","TWL-EM-SOUTH Wael Mohammed Darras","Parent","","537719622","17-Jan-2026 22:11:33","System","00:06:32","0","STC-Yes      ","Yes","04:53:28      ","04:53:28","Closed","Standard","Closed","Critical","First Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","00:06:32","1","","","","","18.286882","43.294662","","","","","","","","Major Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","###:39","","","P0","","","","","","00.12","","",
"TT00709272","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:03:49","","03-Jul-2021 03:03","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:42","","1664 Day(s) 13:00:40","39949","STC-No      ","No","-1664 Day(s) 06:00:40      ","-1664 Day(s) 06:00:40","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 13:00:40","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709341","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 14:17","22-Jan-2026 14:30","22-Jan-2026 14:17:47","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 14:17:47","","00:13:53","0","STC-Yes      ","Yes","06:46:07      ","06:46:07","","Standard","Resolved","Critical","First Escalation","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:13:53","1","","","","","17.41563","42.98187","","","","value","value","value","Action Taken","Remote","","1","","","","","Outage","22-Jan-2026 14:16","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:13","","","P0","","","","","","00.23","","",
"TT00709253","1000012","ZRF016","ST(PG)","Metro","Classic","ZRF016","Hybrid","East","Northern Borders","Huawei-PV","Urban","Ericsson","STC","","Door Alarm","General","21-Jan-2026 14:43:00","21-Jan-2026 15:19:37","21-Jan-2026 14:43","21-Jan-2026 15:19","21-Jan-2026 14:43:58","Super Admin  - 9898976789(superadmin)","STC","21-Jan-2026 15:19:37","1st Escalation ","Parent","","","21-Jan-2026 14:43:59","Super Admin  - 9898976789(superadmin)","00:36:36","1","STC-Yes      ","Yes","04:23:23      ","04:23:23","Closed","Standard","Closed","Critical","Assignment","","","","","Access-IT-Management","Aggregator HW issue","2","","2","","","Incident","Manual","00:36:36","1","","","","","29.62158","43.52804","","","","2","2","2","Action Taken","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","00.62","","",
"TT00709291","1012599","ZMK505","ST(PG)","Metro","Classic","ZMK505","Grid","West","Makkah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 11:09:15","","03-Jul-2021 11:09","","21-Jan-2026 16:34:46","System","STC","","TWL-EM-WEST Pasella Raheem","Parent","","502319686","21-Jan-2026 16:34:46","","1664 Day(s) 04:55:14","39941","STC-No      ","No","-1663 Day(s) 23:55:14      ","-1663 Day(s) 23:55:14","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 04:55:14","1","","","","","21.36074","39.99001","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708801","1000008","ZNJ637","ST(PG)","Metro","Classic","ZNJ637","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Anyacemphasevoltagehigh","HO - AC power supply","","","04-Dec-2025 15:45","","04-Dec-2025 15:45:33","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Child","","","04-Dec-2025 15:45:33","","49 Day(s) 00:19:29","1176","STC-No      ","","-49 Day(s) 00:11:29      ","","","Standard","Assign","High","Second Escalation","","","","","","","","","","","","Incident","Manual","49 Day(s) 00:19:29","1","","","","","21.50147","39.27624","","","","","","","","Metro","TT00708803","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708978","1014007","ZHA067","ST(PG)","Remote","Classic","ZHA067","Grid","Central","Hail","Ericsson-PV","Rural","In-House","STC","","Door Alarm(Critical)","General","12-Dec-2025 10:00:00","","12-Dec-2025 10:00","","12-Dec-2025 10:00:04","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","12-Dec-2025 10:00:04","","41 Day(s) 06:04:29","990","STC-No      ","No","-40 Day(s) 23:04:29      ","-40 Day(s) 23:04:29","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","","","Incident","Manual","41 Day(s) 06:04:29","1","","","","","26.126","41.3828","","","","","","","","Remote","TT00708977","1","","","","","Outage","11-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709010","1009408","F93R015","ST(PG)","Metro","Golden_LDN","F93R015","Grid","East","Northern Borders","Ericsson-PV","SubUrban","Huawei","STC","","Test132","General","","","12-Dec-2025 16:17","","12-Dec-2025 16:17:16","Super Admin  - 9898976789(superadmin)","STC","","Field User ","Parent","","","12-Dec-2025 16:17:16","","40 Day(s) 23:47:29","984","STC-No      ","No","-40 Day(s) 18:47:29      ","-40 Day(s) 18:47:29","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","40 Day(s) 23:47:29","1","","","","","29.136408","44.334312","","","","","","","","Metro","","1","","2","","","Outage","12-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709244","1000036","ZKH730","ST(PG)","Remote","Classic","ZKH730","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","STC","","Acu Fault (Itc)","General","","","19-Jan-2026 14:58","19-Jan-2026 15:01","19-Jan-2026 14:58:38","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","19-Jan-2026 14:58:38","","00:03:00","0","STC-Yes      ","Yes","06:57:00      ","06:57:00","","Standard","Resolved","Critical","Assignment","10","19-Jan-2026 15:00:11","30","19-Jan-2026 15:00:11","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:03:00","1","","","","","17.9657","43.12615","","","","value","value","value","Action Taken","Remote","","1","","","","","Outage","19-Jan-2026 14:57","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:03","","","P0","","00:01:33","","","","00.05","","",
"TT00709318","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 14:06:23","","03-Jul-2021 14:06","","21-Jan-2026 16:34:53","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:53","","1664 Day(s) 01:58:06","39938","STC-No      ","No","-1663 Day(s) 18:58:06      ","-1663 Day(s) 18:58:06","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 01:58:06","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709230","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:34:08","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Child","","9898976789","15-Jan-2026 10:34:08","","23 Day(s) 16:04:29","568","STC-No      ","No","-21 Day(s) 16:04:29      ","-21 Day(s) 16:04:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","hjg","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","TT00709229","1","HSID1","","","","Outage","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709222","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:55","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:38:55","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709233","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","15-Jan-2026 10:34:10","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","15-Jan-2026 10:34:10","","23 Day(s) 16:04:29","568","STC-No      ","No","-21 Day(s) 16:04:29      ","-21 Day(s) 16:04:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Outage","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709270","1000680","ZAQ017","ST(PG)","Remote","Classic","ZAQ017","Grid","East","Dammam","Huawei-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 02:57:37","","03-Jul-2021 02:57","","21-Jan-2026 16:34:41","System","STC","","TWL-EM-EAST Amir Khan Hamid Khan","Parent","","5059640343","21-Jan-2026 16:34:41","","1664 Day(s) 13:06:52","39949","STC-No      ","No","-1664 Day(s) 06:06:52      ","-1664 Day(s) 06:06:52","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 13:06:52","1","","","","","25.981","49.47908","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709290","1007162","ZMD602","ST,MB(PG)","Metro,Unknown","Classic","ZMD602","Grid","West","Madinah","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 10:42:59","","03-Jul-2021 10:42","","21-Jan-2026 16:34:46","System","Mobily,STC","","TWL-EM-WEST Daudi Islam nourAllah","Parent","","572483147","21-Jan-2026 16:34:46","","1664 Day(s) 05:21:30","39941","STC-No      ","No","-1664 Day(s) 00:21:30      ","-1664 Day(s) 00:21:30","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 05:21:30","1","","","","","24.50397","39.61921","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709294","1012750","ZTFA021","ST,SM(PG)","Metro,Unknown","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 11:38:27","","03-Jul-2021 11:38","","21-Jan-2026 16:34:47","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:47","","1664 Day(s) 04:26:02","39940","STC-No      ","No","-1663 Day(s) 23:26:02      ","-1663 Day(s) 23:26:02","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 04:26:02","1","","","","","21.27264","40.42402","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709309","1012750","ZTFA021","ST,SM(PG)","Unknown,Metro","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 13:12:58","","03-Jul-2021 13:12","","21-Jan-2026 16:34:51","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:51","","1664 Day(s) 02:51:31","39939","STC-No      ","No","-1663 Day(s) 21:51:31      ","-1663 Day(s) 21:51:31","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1664 Day(s) 02:51:31","1","","","","","21.27264","40.42402","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709317","1005139","Z90028","ST","Remote","Golden","Z90028","Dual Generator","West","Taif","Nokia-PV","Rural","Ericsson","","","Door Alarm","General","03-Jul-2021 13:58:18","","03-Jul-2021 13:58","","21-Jan-2026 16:34:52","System","STC","","TWL-EM-WEST Mahamed Asgar ","Parent","","537401749","21-Jan-2026 16:34:52","","1664 Day(s) 02:06:11","39938","STC-No      ","No","-1663 Day(s) 19:06:11      ","-1663 Day(s) 19:06:11","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm","","Incident","Auto","1664 Day(s) 02:06:11","1","","","","","21.99559","41.914989","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709131","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:57","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Dec-2025 15:53:57","","23 Day(s) 16:04:29","568","STC-No      ","No","-21 Day(s) 16:04:29      ","-21 Day(s) 16:04:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","23 Day(s) 16:04:29","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Outage","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709192","1000013","ZKH957","ST(PG)","Metro","Classic","ZKH957","Hybrid","South","Asir","Ericsson-PV","Urban","Ericsson","","","Ac Meter Not Responding","AC Meter","12-Jan-2026 14:40:06","12-Jan-2026 14:47:02","12-Jan-2026 14:40","12-Jan-2026 14:47","12-Jan-2026 14:42:42","System","STC","12-Jan-2026 15:01:35","TWL-EM-SOUTH IBRAHIM SAYEDAHMED GAD","Parent","","564517116","12-Jan-2026 14:42:42","System","00:06:56","0","STC-Yes      ","Yes","11:53:04      ","11:53:04","Closed","Standard","Closed","Medium","Assignment","","","","","","","","","","Ac Meter Not Responding","","Incident","Auto","00:06:56","1","","","","","18.30081","42.761299","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","00:18","","","P1","","","","","","00.12","","",
"TT00709220","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:53","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:38:53","","9 Day(s) 01:30:29","218","STC-No      ","No","-7 Day(s) 01:30:29      ","-7 Day(s) 01:30:29","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Outage","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709298","1012750","ZTFA021","ST,SM(PG)","Metro,Unknown","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","STC,Salam","","Door Alarm","General","03-Jul-2021 12:01:55","21-Jan-2026 17:28:49","03-Jul-2021 12:01","21-Jan-2026 17:28","21-Jan-2026 16:34:48","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:48","","1663 Day(s) 05:27:51","39917","STC-No      ","No","-1663 Day(s) 00:27:51      ","-1663 Day(s) 00:27:51","Closed","Standard","Resolved","Critical","First Escalation","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1663 Day(s) 05:27:51","1","","","","","21.27264","40.42402","","","","value","value","value","Action Taken","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:54","","","P0","","","","","","39917.47","","",
"TT00709199","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Battery High Voltage","Battery","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:31","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:31","","9 Day(s) 01:30:29","218","STC-No      ","No","-8 Day(s) 13:30:29      ","-8 Day(s) 13:30:29","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","9 Day(s) 01:30:29","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
